carat,cut,color,clarity,depth,table,y_pred
0.32,2,4,4,61.9,55.0,784.4925
0.36,3,2,6,59.9,60.0,631.38
0.7,4,4,6,63.9,58.0,2144.36
0.9,2,3,6,62.0,57.0,4462.6
0.75,4,1,7,57.6,56.0,2510.015
0.59,2,2,3,62.0,55.0,2607.81
0.54,2,3,3,61.2,55.0,2380.98
0.51,1,5,6,61.9,56.0,1215.88
1.0,4,4,5,64.0,56.0,6675.99
1.17,2,4,5,62.0,56.0,7496.92
0.58,2,3,5,60.2,57.0,1826.44
0.31,1,4,2,62.6,61.0,994.2043809523809
0.41,4,2,5,63.1,64.0,894.07
1.15,5,4,4,64.6,57.0,6536.07
1.51,1,4,7,62.4,57.0,8615.83
1.14,1,5,7,60.6,59.0,4680.536666666667
0.55,1,1,3,58.7,57.0,2499.0533333333333
0.3,1,3,4,61.0,58.0,728.7275
1.03,3,6,7,63.5,58.0,3839.59
1.55,1,5,5,61.7,59.0,11209.475
0.34,2,1,5,62.9,55.0,866.6833333333334
1.03,2,4,7,62.9,57.0,4238.356666666667
0.72,2,1,7,62.7,55.0,2598.16
1.0,3,3,7,63.4,58.0,4090.1989166666667
1.31,1,7,6,62.5,55.0,5329.314166666667
1.07,2,5,4,60.2,59.0,5814.42
0.37,2,7,6,61.4,57.0,490.3125
1.0,2,5,2,61.5,59.0,6522.12
0.27,1,2,4,60.2,59.0,567.2080000000001
0.52,1,2,3,60.1,58.0,2414.245
0.37,2,4,7,61.3,55.0,511.6
0.53,2,6,5,61.9,54.0,1133.38
1.51,2,5,5,60.6,57.0,10905.631666666668
1.24,1,6,3,62.7,58.0,6778.005
1.5,2,3,6,60.9,56.0,11087.861666666666
0.85,3,1,6,60.3,57.0,4025.28
0.41,1,2,6,60.5,61.0,875.833666666667
0.51,3,5,2,63.2,57.0,1691.5
0.32,2,2,2,61.2,55.0,898.2983333333333
0.55,4,6,6,57.7,61.0,1091.69
0.41,3,2,7,62.9,58.0,696.38
1.0,1,4,7,61.8,58.0,4068.02
0.34,2,2,4,60.3,57.0,896.5558571428572
0.36,2,2,5,61.7,57.0,926.8
2.01,1,2,7,61.2,58.0,15611.881666666668
0.31,3,4,2,63.4,57.0,951.68
0.41,3,3,4,61.2,57.0,966.23
0.41,2,4,4,61.1,55.0,951.8116666666666
1.16,4,5,6,64.2,58.6,5418.52
1.01,4,2,5,63.5,58.0,6323.3116666666665
0.81,2,5,6,61.9,56.0,2683.72
1.03,2,5,6,62.4,56.0,4677.674
0.27,3,4,3,62.4,56.0,483.5
1.34,1,4,5,61.0,60.0,9362.91
0.72,1,2,7,61.6,59.0,2317.66
0.9,3,1,7,63.2,57.0,3740.724285714286
0.52,2,3,1,61.7,56.0,2731.42
0.41,1,4,5,61.9,59.0,1014.955
1.06,2,6,7,61.8,57.0,3909.87
1.06,2,5,7,59.9,58.0,4392.123333333333
1.15,1,2,7,62.5,58.0,4391.52
0.55,3,3,6,63.1,56.0,1367.03
0.3,3,1,6,62.3,57.0,550.1755
0.35,2,1,5,60.9,57.0,853.62
1.11,4,6,5,63.6,58.0,4607.75
0.32,2,3,5,61.5,56.0,777.8205
1.27,2,4,5,62.0,58.0,8096.81
1.51,5,3,7,65.4,56.0,7207.36
1.34,3,4,7,62.2,56.0,6719.62
1.24,1,4,7,60.0,60.0,5550.94
2.01,1,5,7,61.5,59.0,13320.95
0.21,1,1,5,60.6,60.0,381.83
1.53,1,7,2,61.6,59.0,9334.346666666666
0.71,2,7,6,60.6,57.0,1864.49
1.12,3,3,7,61.5,58.0,4781.8116666666665
0.31,2,5,5,61.2,59.0,532.2846666666667
0.7,3,2,7,60.1,56.0,2343.73
0.71,3,1,5,63.0,57.0,3032.54
0.26,2,5,4,62.1,55.0,469.3861904761905
1.16,5,5,7,66.3,57.0,3943.3873333333327
2.02,3,7,5,61.5,59.0,13338.363333333333
0.51,4,1,7,64.2,56.0,1159.07
1.26,1,6,6,60.5,62.0,5662.915
1.51,1,5,7,60.4,59.0,7563.7
0.9,2,6,6,62.3,56.0,3491.0533333333337
0.32,1,2,2,61.8,59.0,980.9975
0.83,4,2,6,63.7,59.0,3006.23
0.94,2,2,7,61.6,57.0,4107.093333333333
1.57,3,5,5,63.4,56.0,11461.968333333334
2.0,1,2,7,60.3,58.0,15567.691499999999
0.83,2,2,7,61.9,53.0,3093.08
0.41,1,2,7,61.7,58.0,777.6075
0.26,1,2,2,61.7,59.0,740.3678333333332
0.36,2,6,5,61.8,55.0,562.9051825396825
2.05,1,6,5,62.5,59.0,16645.115
1.2,1,2,5,62.7,59.0,8661.765
0.62,2,5,1,60.5,58.0,2444.06
0.34,2,1,4,61.4,56.0,847.89
0.34,2,2,5,62.4,55.0,849.1806666666666
0.39,3,3,5,58.4,62.0,832.76
0.71,2,2,6,61.7,56.0,2726.1783333333333
0.4,2,2,5,61.6,57.0,1040.035
0.52,1,1,7,62.4,59.0,1335.15
1.29,2,5,6,61.6,57.0,7299.87
1.2,3,3,6,63.3,58.0,5824.26
1.12,1,6,5,61.9,58.0,4942.95
1.12,2,4,8,60.3,57.0,3687.328333333333
1.07,4,3,5,57.6,60.0,6862.35
1.01,3,3,5,62.5,59.0,6409.4875
1.01,4,1,7,63.6,57.0,4391.52
2.13,4,5,7,59.2,58.0,15064.09
0.34,2,2,3,62.3,57.0,1021.2133333333335
2.27,1,6,7,62.5,59.0,14928.89
1.53,4,6,6,63.1,57.0,8444.06
0.8,3,3,6,61.6,59.0,3073.82
0.65,3,1,6,62.4,58.0,1963.87
0.56,1,3,7,59.1,58.0,1462.5166666666669
0.25,3,1,4,63.0,59.0,452.545
1.05,3,6,5,62.4,59.0,4733.06
0.9,3,6,5,61.2,57.0,3700.0126666666665
1.21,1,5,7,58.2,59.0,5605.2
1.5,3,1,4,61.2,63.0,15569.316666666666
0.72,2,5,6,58.9,56.0,2528.55
1.21,1,4,3,62.5,55.0,9788.57
0.7,1,2,7,63.0,58.0,2234.63
1.02,4,1,6,61.0,63.0,5366.93
0.5,4,4,7,62.3,64.0,987.6373333333332
1.0,1,1,4,62.7,54.0,7925.804
2.06,3,4,7,62.3,59.0,15421.87
0.32,2,1,5,62.1,54.0,882.243
0.41,1,7,4,60.8,61.0,800.59
0.9,4,2,6,58.1,64.0,4077.275
1.1,2,6,6,62.1,57.0,4606.359333333333
1.39,1,4,5,62.0,56.0,10667.37
0.7,1,2,6,60.0,59.0,2695.8875
0.46,3,3,7,61.6,55.0,894.81
1.01,2,2,4,61.5,56.0,7898.305
0.72,3,2,7,59.8,58.0,2568.31
0.72,3,3,7,60.4,59.0,2276.4566666666665
0.72,1,3,7,61.7,58.0,2274.17
1.04,3,3,5,59.0,57.0,7205.68
0.23,2,2,5,61.8,54.0,479.88
0.59,3,5,4,62.4,58.0,1729.3
0.9,3,5,7,61.1,63.0,3155.69
1.55,2,3,6,61.9,55.0,11677.885
0.7,2,3,4,60.7,58.0,3033.075
0.31,1,7,4,61.8,59.0,457.7825000000001
0.4,1,4,4,60.0,57.0,986.543
0.91,2,4,4,62.3,55.0,4643.08
0.3,2,4,6,61.4,57.0,481.325
0.79,2,6,6,61.2,55.0,2968.7940000000003
1.01,4,4,6,63.6,57.0,4620.713333333333
0.41,2,4,2,61.8,55.0,1127.9840476190475
1.03,1,6,6,62.0,58.0,4294.788333333334
1.51,4,1,6,64.1,62.0,10155.72
0.7,5,6,3,64.7,55.0,2335.1011904761904
1.52,2,7,6,61.9,56.0,7962.58
0.9,2,3,6,61.8,58.0,4080.98
0.41,2,5,6,62.2,55.0,847.7010000000002
0.23,3,1,3,62.6,58.0,507.4222380952381
0.72,2,5,6,61.1,56.0,2532.38
0.76,3,4,7,62.0,57.0,2355.5
2.02,4,4,7,57.5,61.0,15110.373333333333
0.72,5,3,5,55.4,64.0,2660.97
0.56,3,2,6,62.8,57.6,1535.095
0.29,3,5,7,60.7,60.0,415.6891666666667
1.01,3,2,3,63.3,58.0,9001.96
1.12,2,3,5,61.8,55.0,8022.57
0.5,2,1,5,61.9,55.0,1730.8220000000001
1.76,1,2,7,62.1,58.0,11869.13
1.23,2,5,7,63.8,57.0,5166.81
0.71,1,4,5,60.3,59.0,2657.51
1.09,1,4,7,60.7,57.0,4495.4113333333335
1.23,3,3,3,62.2,58.0,11083.69
0.9,4,5,5,63.1,60.0,3961.59
1.12,2,3,3,60.4,56.0,10223.248547619049
0.31,3,4,3,60.0,62.0,701.0714285714286
0.57,2,5,1,62.2,56.0,2198.24
0.42,3,4,6,61.7,55.0,737.23
0.41,2,4,4,59.8,57.0,910.1066666666666
0.41,2,2,5,62.5,55.0,985.424
1.03,2,2,6,62.1,56.0,5637.217666666666
0.38,2,2,3,62.5,53.0,1047.4216666666666
0.56,2,1,6,61.9,57.0,1734.9356666666665
0.72,2,1,5,62.6,58.0,3063.671666666666
0.42,2,4,3,62.0,56.0,1086.249
0.54,2,1,3,61.3,56.0,2846.7828571428568
0.3,4,2,5,63.4,56.0,590.99
0.41,1,1,7,62.4,60.0,723.215
1.04,2,6,6,61.7,57.0,4585.145
0.32,1,6,5,62.6,58.0,522.5532619047619
0.5,3,2,6,60.7,61.0,1315.6
0.36,4,3,4,63.6,60.0,755.32
0.48,4,4,5,65.4,59.0,1194.886
1.14,2,7,4,61.5,57.0,5147.23
1.04,2,3,7,61.2,57.0,4532.300833333333
1.02,3,3,6,63.2,59.0,4952.25
0.33,3,2,6,63.3,56.0,698.38
1.01,1,1,6,62.6,58.0,5395.4375
2.01,1,6,5,62.8,58.0,16397.934
0.38,3,5,5,61.5,55.0,739.48
1.21,2,5,5,61.9,55.0,5841.11
1.01,4,1,5,64.1,57.0,6308.086666666666
1.21,5,3,7,65.3,53.0,5335.605
1.5,1,3,5,62.4,57.0,14187.035
0.3,2,4,3,62.5,55.0,675.37
1.21,1,6,4,61.9,58.0,6048.07
0.4,4,1,5,63.5,55.0,841.64
0.4,1,7,4,60.7,60.0,793.66
0.42,2,4,5,61.7,57.0,919.503
1.06,3,1,7,60.1,58.0,4747.613
1.11,1,4,5,61.0,59.0,6868.5869999999995
1.11,2,2,5,62.1,53.0,7818.689
0.7,3,1,5,59.7,59.0,3031.9
0.52,2,2,5,62.1,56.0,1612.23
0.34,3,6,6,61.3,61.0,450.04166666666663
0.94,1,2,6,60.0,58.0,4685.67
1.01,2,4,5,62.1,58.0,6360.401999999999
0.5,2,2,5,62.2,54.0,1732.6563333333334
0.33,3,4,3,63.0,57.0,710.11
1.22,2,6,7,61.3,57.0,5139.116666666667
0.91,4,4,7,63.6,59.0,3418.897
0.53,2,1,5,62.2,56.0,1891.4359999999997
1.5,4,5,7,63.6,58.0,6879.1016666666665
0.43,2,1,2,62.3,56.0,1636.38
1.2,2,4,3,61.0,56.0,10215.175
1.02,2,5,5,62.4,57.0,5387.385
0.3,1,2,5,59.9,59.0,753.9939999999999
0.35,1,1,6,60.9,58.0,680.8566666666667
0.56,2,1,4,61.7,56.0,2022.98
0.3,2,2,5,62.3,56.0,727.1078571428569
0.42,2,1,2,61.8,56.0,1564.32
1.0,1,3,6,62.1,59.0,5243.025833333332
1.06,2,3,6,61.7,55.0,5991.125
0.73,2,6,5,61.7,55.0,2717.913333333334
1.21,2,5,6,61.1,57.0,6193.82
1.04,3,3,6,62.9,54.0,5267.9975
0.34,2,4,2,62.1,55.0,901.6046428571427
0.31,2,4,5,61.6,54.0,601.2226666666667
0.58,2,4,7,62.0,57.0,1219.95
0.88,1,3,4,60.7,55.0,5035.211666666666
0.57,2,7,5,62.5,54.0,1178.62
0.71,2,4,4,61.4,56.0,3155.77
0.5,1,4,4,60.0,59.0,1644.01
1.04,2,4,5,62.0,57.0,6336.299333333333
0.4,1,1,5,61.7,59.0,1056.06
2.06,3,7,5,61.8,59.0,13766.27
0.72,2,4,7,61.8,56.0,2149.97
0.41,2,2,4,61.4,57.0,1139.785
0.41,1,3,5,62.4,56.0,1040.732
0.7,3,2,5,60.5,59.0,2838.2
0.26,2,3,3,62.5,56.0,715.8466666666667
1.0,5,4,7,64.7,58.0,3507.45
0.4,1,1,4,62.5,60.0,1122.595
1.51,2,6,4,63.2,57.0,9543.578333333333
0.5,2,7,6,62.3,55.0,1065.56
0.28,2,5,1,62.0,56.0,604.38
0.31,1,4,4,63.0,57.0,785.475
0.94,1,2,6,62.0,58.0,4588.2
0.31,2,4,1,61.5,54.0,872.525
0.51,4,5,7,56.7,60.0,1003.5088333333333
0.42,2,1,2,61.8,56.0,1564.32
0.95,1,1,7,60.1,61.0,4118.49
2.02,3,4,7,63.3,59.0,12386.21
0.3,2,2,5,61.8,55.0,678.03925
1.5,4,7,3,63.3,57.0,8636.06
2.04,3,6,6,62.9,54.0,13490.11
1.23,2,4,5,61.5,54.0,7638.696761904762
0.38,3,4,4,62.0,57.0,858.3466666666666
0.42,3,1,7,60.0,61.0,677.55
0.51,2,2,5,61.9,57.0,1660.815
0.28,3,2,2,62.1,57.0,682.04
0.9,5,5,7,65.0,61.0,3071.13
1.54,2,3,5,61.8,56.0,14624.99
0.31,4,1,6,63.5,56.0,570.95
2.22,2,4,7,62.5,54.0,17184.27
1.01,3,3,7,61.9,57.0,4243.389999999999
0.32,1,5,4,61.7,58.0,710.42
0.7,4,3,5,62.9,58.0,2470.17
1.11,1,5,6,58.4,60.0,5267.77
2.01,4,6,7,63.5,60.0,11354.63
1.52,1,7,5,62.0,59.0,7693.22
0.42,3,1,5,63.2,58.0,894.4
0.7,1,3,6,61.8,59.0,2387.0679999999998
0.3,3,4,6,61.4,57.0,449.1
0.83,2,1,6,61.3,56.0,3821.47
0.53,1,2,5,59.8,58.0,1821.3525
0.83,1,4,6,61.6,59.0,3029.51
0.52,3,2,4,60.7,54.0,1819.9920000000002
0.3,2,6,4,62.6,54.0,563.1933333333334
1.01,1,2,7,62.6,57.0,4440.544166666667
0.33,3,4,3,61.9,58.0,745.1366666666668
1.11,1,6,7,61.3,59.0,3987.93
0.51,2,1,5,62.3,57.0,1809.9409523809525
0.56,2,7,5,62.0,56.0,1209.91
0.55,3,4,4,59.4,62.0,1733.3
1.11,3,2,6,62.4,57.0,5825.041428571429
0.97,1,6,5,62.2,56.0,3934.33
0.27,2,6,4,62.2,54.0,437.53
1.22,1,5,5,62.7,58.0,6569.69
0.47,2,5,7,61.8,54.0,849.15
1.5,3,5,4,59.6,60.0,10685.32
0.9,4,3,5,60.0,58.0,4672.47
0.61,3,2,4,59.6,63.0,2221.64
0.25,3,3,3,59.0,58.0,630.49
0.5,3,1,4,63.7,57.0,1712.26
0.4,2,4,1,62.2,55.0,1230.6066666666668
0.35,2,4,3,62.1,56.0,973.1366666666668
0.37,1,2,5,61.0,59.0,1008.7428571428571
1.01,5,5,6,64.6,55.0,3728.03
0.71,2,1,7,61.0,56.0,2579.07
0.35,1,2,6,61.2,58.0,723.7401666666668
0.33,2,3,4,59.9,56.0,759.8488333333333
0.31,2,5,1,60.8,57.0,810.4289285714287
0.38,1,2,5,60.5,62.0,1061.3866666666668
0.42,2,3,2,61.5,56.0,1471.2058333333332
1.53,2,5,7,61.9,57.0,8220.013333333334
0.9,2,7,4,62.5,55.0,3236.5
0.29,2,3,4,61.6,56.0,529.2116666666666
0.44,3,1,5,62.8,58.0,1053.52
0.54,1,3,5,61.8,58.0,1795.33
1.6,2,7,5,62.1,56.0,8524.831
1.01,1,4,4,62.6,59.0,6554.056166666667
0.3,2,6,6,61.9,58.0,414.67
0.9,3,2,6,62.1,59.0,4507.8133333333335
0.31,4,1,7,63.6,54.0,530.8155
0.56,3,2,6,60.2,57.0,1556.56
1.51,1,7,5,63.0,57.0,7544.62
0.66,2,2,6,62.8,57.0,2057.33
0.77,1,7,6,61.8,59.0,1965.17
0.43,1,3,2,61.5,56.0,1404.4775
1.01,3,4,7,63.7,57.0,4135.083333333334
0.3,2,2,5,62.6,56.0,764.866857142857
0.72,2,5,6,62.3,54.0,2344.16
1.5,2,3,4,62.3,56.0,16038.325
1.07,2,7,5,61.6,56.3,4559.68
1.06,2,4,5,62.2,56.0,6518.172666666668
1.91,1,4,7,61.9,58.0,12580.07
0.71,3,7,5,60.1,61.0,1947.75
0.54,3,4,2,60.6,55.0,2147.866666666667
0.23,2,4,2,61.9,58.0,535.74
0.31,2,4,3,60.0,58.0,733.7330952380953
1.17,2,3,2,62.1,57.0,11727.06
0.76,2,3,6,62.6,56.0,2770.395
1.2,3,6,6,63.3,57.0,5175.13
1.21,3,1,7,60.9,58.0,6080.300833333333
0.3,3,2,3,61.4,60.0,772.07
0.36,2,1,5,60.0,56.0,927.5566666666667
0.54,2,5,5,60.1,57.0,1370.88
0.27,3,2,5,63.1,57.0,491.6733333333333
0.73,1,2,6,62.2,59.0,2588.7901666666667
0.71,2,2,5,61.3,56.0,3298.75
0.41,2,4,1,61.0,57.0,1408.96
0.9,4,6,1,63.7,64.0,3842.2
1.2,1,5,7,62.2,58.0,5357.08
1.51,2,6,6,61.8,56.0,8891.013333333332
0.71,4,6,4,61.5,64.0,2332.235
0.51,3,4,6,63.0,53.0,1260.89
0.9,1,5,5,60.7,58.0,4133.975
0.7,5,4,6,64.8,59.0,2087.12
2.14,3,6,5,62.8,59.0,16443.285
0.5,5,1,6,64.6,61.0,1266.6483333333335
1.08,2,1,7,59.1,60.0,4789.74
0.38,2,1,5,61.8,56.0,979.6
1.53,1,7,2,61.6,58.0,9471.936666666666
0.48,4,1,4,59.3,58.0,1723.125
0.9,3,2,5,63.3,59.0,4598.541666666667
0.31,1,5,6,60.5,60.0,524.6181666666666
1.07,2,5,6,60.9,57.0,5150.37
0.71,2,4,4,60.7,57.0,3286.4083333333333
0.35,1,2,5,60.7,60.0,949.6633333333333
1.01,1,5,6,62.3,58.0,4902.5875
1.57,1,6,7,62.4,58.0,7532.35
0.72,2,2,6,62.2,58.0,2781.0003333333334
0.31,1,5,4,61.1,59.0,685.2823333333333
0.51,2,2,6,61.7,55.0,1447.9691666666665
0.3,3,4,2,62.7,59.0,744.0066666666665
1.16,3,3,5,60.2,63.0,7489.05
0.71,2,4,6,62.5,57.0,2527.3883333333333
0.3,1,5,3,61.0,61.0,676.4083333333333
0.51,2,1,6,61.0,56.0,1659.83
0.34,2,3,2,62.0,56.0,1018.0785714285714
0.31,2,5,3,62.8,57.0,746.295
0.32,2,2,4,61.8,56.0,804.5776666666666
0.41,1,1,4,59.3,58.0,1192.6641666666667
0.81,3,3,4,62.7,56.0,3742.99
1.52,1,6,6,58.1,62.0,8841.143333333333
0.51,1,5,6,60.6,59.0,1183.72
0.71,3,4,6,63.2,58.0,2362.99
0.38,2,5,6,62.0,54.0,841.8
1.05,2,7,7,61.3,56.0,3598.98
0.59,5,5,7,64.5,57.0,1130.66
0.41,2,2,3,61.1,57.0,1222.7613333333331
0.72,4,2,7,57.9,56.0,2349.47
1.21,1,7,3,61.7,60.0,5492.613333333334
1.07,1,5,5,62.1,59.0,5411.43
0.32,3,2,4,64.0,56.0,681.1619999999999
0.51,3,2,6,62.1,60.0,1370.15
1.11,2,5,3,61.4,57.0,7233.46
1.72,5,1,7,64.6,58.0,10601.51
0.57,2,1,5,61.8,55.0,2027.815
0.41,3,1,4,62.9,57.0,1057.86
0.93,2,6,7,62.3,57.0,3009.7041666666664
0.51,1,3,5,62.3,60.0,1536.47
0.5,2,2,5,61.8,55.0,1631.75
0.32,1,5,5,60.6,58.0,570.9054999999998
0.56,2,1,5,61.4,55.0,2058.3408333333336
0.51,2,7,5,62.5,57.0,1059.51
0.56,3,2,4,62.7,60.0,1924.85
0.41,2,5,1,61.8,55.0,1135.215
0.5,3,3,3,63.0,57.0,2020.38
1.06,1,2,5,61.3,58.0,7267.86
0.5,1,2,7,59.7,59.0,1174.45
1.47,5,3,7,65.9,59.0,6504.12
1.01,1,3,4,62.5,58.0,7241.023571428572
0.42,2,4,4,62.0,55.0,935.8636666666665
0.23,2,3,5,60.9,57.0,426.41
0.38,3,6,4,60.1,60.0,776.565
0.96,5,2,7,57.7,67.0,3526.146666666667
0.7,2,1,4,61.4,57.0,3378.37
1.0,5,5,3,65.1,57.0,6003.32
1.06,2,5,2,61.3,57.0,7407.22
0.7,4,4,4,60.6,61.0,2679.7808333333332
0.91,2,3,6,62.0,55.0,4669.57
0.72,2,4,7,61.8,57.0,2137.95
0.74,4,3,7,59.3,61.0,2303.92
0.7,2,2,5,61.4,57.0,2664.96
0.32,1,2,6,60.4,61.0,643.7136666666668
0.9,4,1,6,63.8,58.0,4071.59
1.05,3,4,5,62.8,58.0,6232.2675
0.4,2,2,3,61.8,56.0,1197.6666666666667
0.51,2,3,7,61.4,56.0,1160.525
0.4,2,1,3,62.0,56.0,1258.883
0.34,3,4,3,61.2,59.0,775.24
0.5,4,4,6,62.5,64.0,1146.87
0.32,2,1,6,61.3,55.0,698.1093333333333
0.5,2,3,7,61.7,55.0,1204.255
0.58,3,1,5,60.2,57.0,2132.04
0.78,2,3,5,61.3,57.0,3425.863333333333
0.73,1,2,6,62.7,58.0,2610.838333333333
0.37,2,2,3,61.8,54.0,950.7793333333334
0.26,2,5,6,60.5,58.0,409.32833333333343
1.57,2,6,5,62.7,56.0,10135.288666666665
0.38,3,4,4,63.5,59.0,897.2
0.34,2,3,3,61.8,56.0,908.1733333333333
0.4,4,2,7,61.2,61.0,662.6160000000001
0.7,2,2,5,62.1,55.0,2966.626666666667
0.35,2,3,4,62.4,55.0,833.74
0.43,1,5,8,62.0,59.0,619.2141666666666
0.72,3,2,7,60.1,55.8,2646.87
0.42,2,3,2,62.0,55.0,1421.4616666666666
0.71,2,3,7,61.4,55.0,2437.27
0.32,2,2,6,61.5,55.0,676.4833333333332
0.3,4,4,4,63.6,55.0,601.01
0.38,2,4,6,62.4,57.0,722.36
0.25,5,3,7,54.4,64.0,692.8
0.3,2,2,4,61.3,57.0,747.6283333333333
1.52,1,2,4,59.9,60.0,16488.445
0.9,3,3,5,61.7,56.0,5300.3
0.35,1,2,6,59.7,60.0,734.0511428571428
0.59,3,2,5,59.4,63.0,1862.12
0.3,3,5,6,62.9,59.0,439.3233333333334
0.33,1,3,5,62.2,58.0,811.8037142857144
0.83,1,7,6,59.3,59.0,2191.234166666667
0.51,2,4,5,61.9,55.0,1405.6680952380955
0.23,3,4,4,62.2,55.0,389.09
1.01,4,3,7,63.9,54.0,3915.47
1.5,2,4,7,63.0,57.0,8776.55
1.27,2,2,4,61.8,57.0,10849.035
0.7,1,5,2,60.9,60.0,2926.01
1.52,2,2,7,60.1,57.0,9471.52
0.32,2,6,3,61.5,56.0,662.26
0.3,4,5,4,63.2,59.0,561.56
0.33,1,4,5,61.3,59.0,724.6035
0.31,2,1,5,62.7,57.0,758.2
0.3,4,5,4,63.2,56.0,536.58
0.7,3,2,7,63.2,56.0,2306.03
0.76,3,5,6,63.3,58.0,2482.995
0.56,2,2,4,60.0,55.0,1915.355
0.41,2,1,5,62.2,57.0,1020.3606666666668
1.64,2,3,7,61.4,57.0,10574.96
0.31,2,3,2,61.2,57.0,982.3406666666668
0.32,2,3,5,60.3,55.0,736.9775
2.0,1,5,7,60.7,60.0,14182.49
0.4,1,5,6,61.9,57.0,836.6483333333333
0.54,3,3,4,60.0,59.0,1734.5533333333335
0.3,2,4,2,61.4,57.0,808.1802222222223
0.91,3,1,7,62.7,59.0,3811.4866666666667
0.59,1,2,7,61.4,59.0,1370.303333333333
0.51,2,1,6,60.4,55.0,1707.3033333333335
1.13,1,5,6,62.3,58.0,5166.42
0.38,2,1,3,61.5,57.0,1205.845
1.9,1,4,7,63.0,58.0,12750.06
0.71,2,3,3,62.0,57.0,3705.5360000000005
1.12,1,1,7,59.5,59.0,4979.87
0.91,4,6,5,64.3,58.0,2985.88
1.01,1,3,6,62.5,58.0,4849.4135
0.4,3,1,7,63.0,59.0,669.37
0.41,2,3,4,62.1,56.0,1031.9089999999999
0.3,2,4,6,62.0,55.0,439.5366666666667
1.15,2,5,8,62.0,55.0,3741.876
0.29,3,2,4,62.8,44.0,522.2283333333334
0.7,3,4,6,59.1,62.0,2208.47
0.34,1,4,6,59.7,59.0,638.4266666666666
1.03,2,6,4,60.9,56.0,5066.16
1.51,2,5,6,61.3,57.0,9670.318333333335
0.51,2,4,4,62.0,56.0,1670.9519047619046
0.42,1,4,5,60.6,59.0,1055.815
0.3,1,5,2,61.3,61.0,699.1653333333334
1.51,1,7,3,62.5,59.0,8774.743666666667
0.42,2,5,7,62.0,54.0,639.05
0.57,2,3,3,62.1,56.0,2343.705166666666
0.41,2,4,6,62.6,54.0,889.2066666666666
1.51,2,1,6,59.5,57.0,12531.19
0.98,3,4,7,62.2,57.0,3884.56
2.08,1,5,7,59.7,59.0,15443.475
1.24,3,5,6,62.4,58.0,6408.826
0.3,2,5,1,60.8,56.0,793.533761904762
0.53,2,4,4,61.6,55.7,1733.67
0.73,2,1,7,61.9,57.0,2616.28
1.32,1,4,6,60.6,58.0,7367.460714285715
0.7,2,2,5,62.7,56.0,2859.64
1.01,1,3,7,60.6,60.0,3988.404666666667
0.51,1,2,7,61.7,58.0,1193.8933333333332
0.56,3,5,6,61.2,57.0,1312.54
2.18,3,2,8,62.0,60.0,8847.47
1.03,1,6,4,60.1,59.0,4582.16
0.7,3,3,5,62.3,56.0,2563.215
1.3,2,5,7,61.1,57.0,6261.046666666667
0.91,2,4,6,62.0,54.0,4538.76
0.97,1,5,6,61.9,60.0,3886.759
0.91,3,2,6,62.1,60.0,4208.42
0.32,1,6,6,61.1,59.0,540.325
1.5,5,5,7,66.0,64.0,5739.12
1.26,2,4,7,61.8,57.0,6020.17
0.33,1,5,4,59.5,59.0,606.4366666666666
1.24,1,3,6,61.6,59.0,6994.13
0.36,2,5,6,62.3,57.0,561.5466666666666
1.11,3,4,4,61.5,57.6,7678.329000000001
0.3,1,4,2,62.4,57.0,921.62
0.52,2,3,2,61.2,56.0,2875.1725
1.0,3,3,1,60.1,57.0,10539.46
0.3,1,2,6,62.5,60.0,650.7161666666667
0.71,1,3,4,59.0,60.0,2876.82
1.53,2,2,7,61.2,57.0,9391.31
1.09,1,2,6,62.5,57.0,5453.711428571429
0.3,2,1,5,61.1,56.0,798.7181666666667
1.22,1,2,7,61.5,58.0,6169.170499999999
0.46,3,6,5,62.3,57.0,923.2
0.56,2,2,4,61.8,55.0,2026.0874999999996
0.31,1,2,3,62.2,56.0,857.2088333333334
0.72,3,3,6,63.1,55.0,2516.87
0.28,2,6,4,62.5,54.0,479.2669047619048
0.38,2,3,4,59.8,57.0,971.03
0.52,1,3,5,60.2,59.0,1643.63
1.7,3,4,5,61.6,58.0,15920.0
0.9,1,2,6,60.8,59.0,4274.82
0.75,2,3,5,62.3,57.0,3084.96
0.5,2,6,5,62.0,55.0,1285.14
0.76,1,6,5,62.8,61.0,2438.5170000000003
0.52,2,2,5,61.3,56.0,1656.1354999999999
1.51,1,3,6,63.0,58.0,11456.04
0.36,3,4,4,60.7,57.1,722.61
0.71,4,6,4,64.2,57.0,2206.025
1.1,2,4,5,61.9,57.0,6469.878333333334
0.32,2,2,5,62.0,57.0,802.8090476190475
0.9,5,1,6,65.7,65.0,3679.6216666666664
0.38,2,4,2,62.1,56.0,1030.67
0.7,3,3,2,63.3,56.0,3883.71
0.31,2,5,2,62.0,54.0,691.4433333333334
0.51,3,1,4,61.0,57.0,1824.2388333333333
1.51,2,7,5,61.7,57.0,7876.31
0.9,3,4,4,61.3,61.0,4449.92
0.59,3,7,5,60.8,56.6,1276.39
0.7,2,5,3,62.5,56.0,2700.5
0.5,5,4,5,65.7,57.0,1367.8
1.01,1,2,1,62.6,58.0,11042.05
0.35,2,4,4,62.6,54.0,829.8297619047619
1.52,1,2,7,60.8,60.0,9225.39
1.23,1,4,3,59.6,59.0,10149.859357142857
0.5,2,4,4,62.0,55.0,1689.7891666666665
